"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.827154163E-2,-4.599781632E-1,-6.178552508E-1,-3.388819695E-1
2.833454165E-2,-7.425689697E-1,-5.610013604E-1,-4.550687373E-1
3.839754162E-2,-1.089121342E0,-4.809417427E-1,-5.623842478E-1
4.845954163E-2,-1.435820699E0,-4.377933741E-1,-6.337085962E-1
5.852254166E-2,-1.731473923E0,-4.830609858E-1,-6.678391099E-1
6.858554162E-2,-1.919246197E0,-6.208609343E-1,-6.655591726E-1
7.864854165E-2,-1.973205090E0,-8.135328889E-1,-6.525459290E-1
8.871154167E-2,-1.944675446E0,-1.012123108E0,-6.434525847E-1
9.877454164E-2,-1.888067126E0,-1.185721755E0,-6.574403048E-1
1.088375417E-1,-1.882052422E0,-1.284858227E0,-7.003168464E-1
1.189005416E-1,-1.754639387E0,-9.723247886E-1,-8.013191223E-1
1.289635416E-1,-1.647235155E0,-8.839681149E-1,-8.954568505E-1
1.390265417E-1,-1.664428234E0,-1.087214708E0,-8.628996611E-1
1.490885416E-1,-1.686586142E0,-1.514597297E0,-6.633864045E-1
1.591515417E-1,-1.591693759E0,-1.869841218E0,-3.752760291E-1
1.692145417E-1,-1.380228043E0,-2.009729385E0,-1.983689144E-2
1.792775416E-1,-1.142959833E0,-2.166146517E0,2.925207317E-1
1.893405417E-1,-1.005306005E0,-2.584289789E0,5.020973682E-1
1.994035416E-1,-9.730216861E-1,-2.941926241E0,7.218430638E-1
2.094665417E-1,-9.305452704E-1,-3.069359064E0,9.217949510E-1
2.195295417E-1,-9.030720592E-1,-2.691175222E0,8.958073258E-1
2.295925416E-1,-9.201406240E-1,-2.026902676E0,7.395933270E-1
2.396545417E-1,-1.064907074E0,-1.212113857E0,6.352093816E-1
2.497175416E-1,-1.265345812E0,-7.092110515E-1,5.664895773E-1
2.597805416E-1,-1.422027588E0,-4.346396625E-1,6.366146207E-1
2.698435417E-1,-1.406152010E0,-3.645935357E-1,8.208013177E-1
2.799065416E-1,-1.266510248E0,-4.803284109E-1,1.079648852E0
