"event","experiment time","system time","system time text"
"START",0.000000000E0,1636486536.598,"2021-11-09 20:35:36.598 UTC+01:00"
"PAUSE",3.004316817E1,1636486566.641,"2021-11-09 20:36:06.641 UTC+01:00"
