"event","experiment time","system time","system time text"
"START",0.000000000E0,1636482525.459,"2021-11-09 19:28:45.459 UTC+01:00"
"PAUSE",4.410026905E1,1636482569.559,"2021-11-09 19:29:29.559 UTC+01:00"
