"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572357.057,"2021-11-10 20:25:57.057 UTC+01:00"
"PAUSE",4.501903200E1,1636572402.076,"2021-11-10 20:26:42.076 UTC+01:00"
