"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636394150935638E9,"2021-11-08 18:55:50.936 UTC+01:00"
"PAUSE",2.342407258332241E1,1.636394174359865E9,"2021-11-08 18:56:14.360 UTC+01:00"
