"event","experiment time","system time","system time text"
"START",0.000000000E0,1636486876.885,"2021-11-09 20:41:16.885 UTC+01:00"
"PAUSE",3.005838030E1,1636486906.943,"2021-11-09 20:41:46.943 UTC+01:00"
