"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482173108052E9,"2021-11-09 19:22:53.108 UTC+01:00"
"PAUSE",2.140157758333953E1,1.636482194509691E9,"2021-11-09 19:23:14.510 UTC+01:00"
