"event","experiment time","system time","system time text"
"START",0.000000000E0,1636471743.774,"2021-11-09 16:29:03.774 UTC+01:00"
"PAUSE",2.626807396E1,1636471770.042,"2021-11-09 16:29:30.042 UTC+01:00"
