"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571904.480,"2021-11-10 20:18:24.480 UTC+01:00"
"PAUSE",1.504781249E1,1636571919.528,"2021-11-10 20:18:39.528 UTC+01:00"
