"event","experiment time","system time","system time text"
"START",0.000000000E0,1636483250.637,"2021-11-09 19:40:50.637 UTC+01:00"
"PAUSE",5.065509097E1,1636483301.292,"2021-11-09 19:41:41.292 UTC+01:00"
