"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636362576311993E9,"2021-11-08 10:09:36.312 UTC+01:00"
"PAUSE",7.446499033336295E1,1.636362650777596E9,"2021-11-08 10:10:50.778 UTC+01:00"
