"event","experiment time","system time","system time text"
"START",0.000000000E0,1636557900.681,"2021-11-10 16:25:00.681 UTC+01:00"
"PAUSE",4.506420951E1,1636557945.745,"2021-11-10 16:25:45.745 UTC+01:00"
