"event","experiment time","system time","system time text"
"START",0.000000000E0,1636143164.047,"2021-11-05 21:12:44.047 UTC+01:00"
"PAUSE",5.474780430E1,1636143218.795,"2021-11-05 21:13:38.795 UTC+01:00"
