"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298054981260E9,"2021-11-07 16:14:14.981 UTC+01:00"
"PAUSE",5.400650345833128E1,1.636298108986508E9,"2021-11-07 16:15:08.987 UTC+01:00"
