"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636298155819945E9,"2021-11-07 16:15:55.820 UTC+01:00"
"PAUSE",5.628722108333750E1,1.636298212105703E9,"2021-11-07 16:16:52.106 UTC+01:00"
