"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636389366084141E9,"2021-11-08 17:36:06.084 UTC+01:00"
"PAUSE",6.312231458339374E1,1.636389429206913E9,"2021-11-08 17:37:09.207 UTC+01:00"
