"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636392181433000E9,"2021-11-08 18:23:01.433 UTC+01:00"
"PAUSE",3.671145025000442E1,1.636392218144000E9,"2021-11-08 18:23:38.144 UTC+01:00"
