"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.790150022E-2,5.229575038E-1,-4.354529083E-1,-8.613454551E-2
2.789050015E-2,4.954132438E-1,-4.328871965E-1,-9.779732674E-2
3.788050008E-2,3.779146373E-1,-4.274275899E-1,-7.504032552E-2
4.786950001E-2,1.686615497E-1,-4.577910900E-1,-4.739298671E-2
5.785950017E-2,-1.097504124E-1,-4.958576262E-1,-3.846462816E-2
6.784950010E-2,-4.327127337E-1,-5.438762903E-1,-4.448763281E-2
7.783850003E-2,-7.699662447E-1,-6.024271250E-1,-6.298886985E-2
8.782850020E-2,-1.087859273E0,-6.547598243E-1,-7.457282394E-2
9.781750012E-2,-1.352312803E0,-7.528500557E-1,-6.170492619E-2
1.078075001E-1,-1.529891610E0,-8.892001510E-1,5.642955657E-3
1.177965002E-1,-1.626650810E0,-9.604988098E-1,1.491473913E-1
1.277865001E-1,-1.647660732E0,-9.789515734E-1,3.300146461E-1
1.377755001E-1,-1.593835950E0,-9.725880027E-1,5.339674950E-1
1.477655000E-1,-1.467795253E0,-9.329521656E-1,7.532727122E-1
1.577555002E-1,-1.301312089E0,-8.613488078E-1,9.927554131E-1
1.677445001E-1,-1.099258065E0,-8.155546784E-1,1.208193421E0
1.777345000E-1,-8.736098409E-1,-8.083786964E-1,1.387905836E0
1.877235002E-1,-6.565182805E-1,-8.033253551E-1,1.493839741E0
1.977135001E-1,-4.642654657E-1,-7.761542797E-1,1.523566604E0
2.077025000E-1,-3.052584827E-1,-7.228382826E-1,1.518065095E0
2.176925002E-1,-2.084760815E-1,-5.743380785E-1,1.503098965E0
2.276815001E-1,-2.062486112E-1,-2.009027153E-1,1.561436534E0
2.376715001E-1,-2.828222215E-1,2.552655041E-1,1.729412913E0
2.476615000E-1,-3.829823732E-1,3.956537843E-1,1.744224906E0
2.576505002E-1,-4.797297716E-1,2.959412932E-1,1.641111374E0
2.676405001E-1,-5.559030771E-1,1.024591625E-1,1.511661768E0
2.776295000E-1,-6.067398190E-1,-4.410628229E-2,1.438549638E0
2.876195002E-1,-6.326643229E-1,-1.722552031E-1,1.421840072E0
2.976085001E-1,-6.169927120E-1,-2.922210395E-1,1.455798507E0
3.075985000E-1,-5.713437200E-1,-4.070080817E-1,1.528005600E0
3.175875002E-1,-4.888347387E-1,-4.957243502E-1,1.630212069E0
3.275775001E-1,-3.859712183E-1,-5.354243517E-1,1.740431547E0
3.375665001E-1,-2.839692235E-1,-4.881813526E-1,1.832887173E0
3.475565000E-1,-2.420745194E-1,-4.038848579E-1,1.860856771E0
3.575465002E-1,-2.581502795E-1,-3.347723484E-1,1.818238139E0
3.675355001E-1,-3.269495964E-1,-3.148780167E-1,1.719481707E0
3.775255000E-1,-4.227093160E-1,-3.247498274E-1,1.592908740E0
3.875145002E-1,-5.183042288E-1,-3.228611052E-1,1.482774258E0
3.975045001E-1,-6.074110270E-1,-2.730823755E-1,1.396842837E0
4.074935000E-1,-7.096980214E-1,-1.645732075E-1,1.305300951E0
4.174835002E-1,-8.054466844E-1,-3.642788529E-2,1.219263434E0
4.274725001E-1,-8.567120433E-1,7.611703873E-2,1.149779201E0
4.374625001E-1,-8.453471065E-1,1.217179522E-1,1.099283457E0
4.474525000E-1,-7.770069242E-1,9.331932664E-2,1.061182380E0
4.574415002E-1,-6.723695397E-1,-2.035223134E-2,1.031944156E0
4.674315001E-1,-5.398970246E-1,-1.857814044E-1,1.026998878E0
4.774205000E-1,-4.000726342E-1,-3.727883101E-1,1.011381507E0
4.874105002E-1,-2.819127142E-1,-4.646015763E-1,9.839841723E-1
4.973995001E-1,-2.015215307E-1,-3.949536681E-1,9.425395727E-1
5.073895000E-1,-1.546674669E-1,-2.128595114E-1,9.032965899E-1
5.173785002E-1,-1.452808678E-1,-1.796031557E-2,8.594961762E-1
5.273685001E-1,-1.785725057E-1,1.225677654E-1,8.019993305E-1
5.373575001E-1,-2.371456474E-1,1.702749729E-1,7.211072445E-1
5.473475002E-1,-3.131962121E-1,1.522514969E-1,6.337369084E-1
5.573375002E-1,-3.932071030E-1,8.846773952E-2,5.591373444E-1
5.673265001E-1,-4.787979126E-1,-1.552977040E-2,4.976489842E-1
5.773165000E-1,-5.618396401E-1,-9.956474602E-2,4.604110420E-1
5.873055002E-1,-6.268175840E-1,-1.301090717E-1,4.529438019E-1
5.972955001E-1,-6.467051506E-1,-6.318384409E-2,4.921189249E-1
6.072845000E-1,-6.416296959E-1,6.698294729E-2,5.373551250E-1
6.172745002E-1,-6.035588384E-1,1.451552510E-1,5.283585191E-1
6.272635001E-1,-5.518645048E-1,1.640517116E-1,4.554994702E-1
6.372535001E-1,-5.185322762E-1,1.738233566E-1,3.691746891E-1
6.472435002E-1,-4.897339046E-1,1.650410593E-1,3.090788424E-1
6.572325001E-1,-4.645135999E-1,1.608725488E-1,2.705857456E-1
6.672225001E-1,-4.319258332E-1,1.672979593E-1,2.207643688E-1
6.772115000E-1,-3.704781830E-1,2.902547717E-1,1.655684859E-1
