"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636388151026260E9,"2021-11-08 17:15:51.026 UTC+01:00"
"PAUSE",5.420708720828406E1,1.636388205233442E9,"2021-11-08 17:16:45.233 UTC+01:00"
