"event","experiment time","system time","system time text"
"START",0.000000000E0,1636570860.183,"2021-11-10 20:01:00.183 UTC+01:00"
"PAUSE",1.507075567E1,1636570875.254,"2021-11-10 20:01:15.254 UTC+01:00"
