"event","experiment time","system time","system time text"
"START",0.000000000E0,1636571111.054,"2021-11-10 20:05:11.054 UTC+01:00"
"PAUSE",1.505925583E1,1636571126.113,"2021-11-10 20:05:26.113 UTC+01:00"
