"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572127.000,"2021-11-10 20:22:07.000 UTC+01:00"
"PAUSE",1.504375510E1,1636572142.044,"2021-11-10 20:22:22.044 UTC+01:00"
