"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636393195219732E9,"2021-11-08 18:39:55.220 UTC+01:00"
"PAUSE",7.700887987506576E1,1.636393272229115E9,"2021-11-08 18:41:12.229 UTC+01:00"
"START",7.700887987506576E1,1.636393333436160E9,"2021-11-08 18:42:13.436 UTC+01:00"
