"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636371893123585E9,"2021-11-08 12:44:53.124 UTC+01:00"
"PAUSE",3.574668879166711E1,1.636371928870461E9,"2021-11-08 12:45:28.870 UTC+01:00"
