"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636391619782668E9,"2021-11-08 18:13:39.783 UTC+01:00"
"PAUSE",6.593152991670650E1,1.636391685714647E9,"2021-11-08 18:14:45.715 UTC+01:00"
