"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636387640149009E9,"2021-11-08 17:07:20.149 UTC+01:00"
"PAUSE",5.215826795832254E1,1.636387692307514E9,"2021-11-08 17:08:12.308 UTC+01:00"
