Time(s),X(m/s^2),Y(m/s^2),Z(m/s^2)
0.01677819,-1.149216771,7.441178799,-2.901772499
0.03680006,-0.584185243,6.828263283,-4.414907932
0.05679069,-1.78128612,5.94719696,-4.175487995
0.07678131,-2.633621931,7.297526836,-3.34230566
0.09680319,-4.137180328,8.149862289,-2.997540474
0.11679381,-4.089296341,8.839392662,-4.529829502
0.13678444,-1.714248419,6.7612257,-5.554547787
0.156786,-2.375048161,4.740519524,-5.008669853
0.1767985,0.038307227,4.223371983,-2.26970315
0.19678912,-0.277727395,3.428496838,-2.806004286
0.21678131,-4.242525578,11.75074196,-6.349422932
0.23680162,-4.19464159,13.01488018,-10.44829655
0.25679381,-2.260126352,7.307103634,-5.784391403
0.27678444,-3.409343243,2.049436569,1.704671621
0.29677506,-4.663905144,4.491522312,2.23139596
0.3167985,-4.42448473,6.473921299,-0.900219858
0.33678756,-0.507570744,8.379706383,-3.897760391
0.35677975,-1.704671621,18.12889481,-3.974374771
0.37680475,-9.002198219,25.74245644,-8.446743965
0.39681881,-10.73560047,21.37543297,-1.283292055
0.41678756,-11.52089882,19.77610588,0.306457818
0.43680631,-6.138733387,11.64539719,2.643198729
0.45679694,-3.524264812,-0.909796655,-3.141192675
0.47678756,-1.810016513,-1.053448796,-4.453215122
0.49677819,-0.363918662,1.877054095,-2.671929121
0.51680162,-0.574608386,4.807557106,-1.407790542
0.53679225,-1.944091797,7.307103634,0.402225882
0.55679537,-2.480392933,7.048529625,-0.220266551
0.57680475,-2.41335535,6.732495308,-1.685518026
0.59679537,-2.547430515,5.372588634,-3.514688015
0.616786,-2.700659513,4.970362663,-3.859453201
0.63682037,-4.750096321,5.018246651,-3.945644379
0.65680006,-8.753201485,6.83784008,-5.956773758
0.67679069,-12.68926907,8.236053467,-9.730035782
0.69678131,-12.67011547,11.82735634,-12.06677628
0.71680475,-10.78348446,9.720458984,-7.671022415
0.73679537,-3.236960649,10.56321812,-2.700659513
0.756786,1.493981838,11.72201157,2.432508945
0.77677662,3.79241538,17.17121506,0.114921682
0.79680006,-9.701305389,22.87899208,-4.5394063
0.81678912,-4.606443882,12.37323475,-2.691082716
0.83680319,-0.995987892,6.042964935,0.019153614
0.85680319,-0.392649084,3.840299606,-1.503558636
0.87679381,-1.120486379,11.93270111,-4.434061527
0.89678444,-1.18752408,13.5224514,-5.295974255
0.91677662,-4.204218388,11.31978607,-5.889736176
0.93680944,-3.208230257,4.30956316,-2.346317768
0.95678912,-2.221819162,1.18752408,-2.547430515
0.97677975,-1.379060149,6.397306919,-1.656787634
0.99680162,0.478840351,8.983044624,-3.265691042
1.01679381,-0.526724398,6.311115742,-3.955221176
1.03678287,-2.250549555,6.454767704,-3.179499865
1.05677662,-4.213795185,7.345410824,-3.907337189
1.0767985,-4.654327869,9.481039047,-5.066130638
1.09678756,-3.34230566,9.385271072,-5.468356609
1.11679069,-1.8579005,5.851428986,-3.41892004
1.13680319,1.369483352,0.727837324,-3.888183594
1.15679225,-1.120486379,4.845864296,-3.131615877
1.17678287,-5.813121796,14.05875206,-6.627150536
1.19680475,-4.960785866,12.21042824,-8.188169479
1.21679694,-3.849876404,6.83784008,-1.905784607
1.23678756,-4.481945515,4.38617754,2.518700123
1.25677819,-5.506663799,4.750096321,1.426944256
1.27680162,-3.294421434,7.747636795,-5.324704647
1.29679069,-0.526724398,9.557653427,-5.659893036
1.31678131,-4.596867085,18.45450592,-7.603984833
1.33680475,-5.861005783,21.93088722,-5.497087002
1.35679537,-8.973467827,19.60372353,-0.574608386
1.376786,-10.24718285,19.62287712,0.306457818
1.39677819,-2.911349297,6.531382084,0.852335811
1.41680006,-5.535394192,0.536301196,-3.428496838
1.43680319,-1.618480325,-1.120486379,-3.428496838
1.45678131,-0.210689753,2.844311714,-2.432508945
1.47681256,-1.053448796,5.018246651,-1.26413846
1.49679537,-0.995987892,5.822698593,-0.172382519
1.51678444,-0.775721371,5.35343504,-1.379060149
1.53677506,-0.316034615,4.280832767,-3.303998232
1.5567985,-0.354341865,3.801992416,-3.936067581
1.57678912,-1.963245392,4.558559895,-4.19464159
1.59677975,-5.602431774,6.809109688,-3.801992416
1.61680162,-10.50575733,8.437167168,-5.382165432
1.63679225,-14.37478733,9.289502144,-10.52491093
1.65678444,-10.12268448,11.28147888,-8.245630264
1.67677506,-10.53448772,8.6957407,-7.92001915
1.69679694,-3.591302633,9.39484787,-4.338293552
1.71678756,1.685518026,12.09550667,1.656787634
1.73680787,2.45166254,18.96207809,-1.723825216
1.75680162,-4.252102375,24.16228294,-3.217807055
1.77679225,-8.494627953,12.48815632,-3.217807055
1.79678287,-0.766144514,6.560112476,-1.359906554
