"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481997488141E9,"2021-11-09 19:19:57.488 UTC+01:00"
"PAUSE",1.475447512499522E1,1.636482012242659E9,"2021-11-09 19:20:12.243 UTC+01:00"
