"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636372639860000E9,"2021-11-08 12:57:19.860 UTC+01:00"
"PAUSE",1.214515764166135E2,1.636372761307000E9,"2021-11-08 12:59:21.307 UTC+01:00"
