"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636489509277379E9,"2021-11-09 21:25:09.277 UTC+01:00"
"PAUSE",3.580146287498064E1,1.636489545077257E9,"2021-11-09 21:25:45.077 UTC+01:00"
