"event","experiment time","system time","system time text"
"START",0.000000000E0,1636572094.376,"2021-11-10 20:21:34.376 UTC+01:00"
"PAUSE",4.502323785E1,1636572139.400,"2021-11-10 20:22:19.400 UTC+01:00"
