"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.019049997E-2,-2.181533873E-1,-3.163235486E-1,2.021524496E-2
5.022149999E-2,-2.662789822E-1,-2.496704459E-1,8.124287426E-2
6.025250000E-2,-3.372356892E-1,-1.636849642E-1,1.930570304E-1
7.028350001E-2,-4.077350199E-1,-7.961054891E-2,3.047671020E-1
8.031450002E-2,-4.719214439E-1,-3.874726966E-2,3.967976868E-1
9.034550004E-2,-5.683695078E-1,-6.191965193E-2,4.205282927E-1
1.003765000E-1,-6.628347635E-1,-5.588732287E-2,3.487528861E-1
1.104075001E-1,-7.070283890E-1,-3.082447872E-2,2.203138173E-1
1.204395000E-1,-7.064478397E-1,-1.313949004E-2,8.027869463E-2
1.304705000E-1,-6.825448871E-1,4.645087197E-2,-7.570877671E-2
1.405015000E-1,-6.748068333E-1,1.448682398E-1,-1.785629988E-1
1.505325000E-1,-6.549453735E-1,2.044509351E-1,-2.005014867E-1
1.605635000E-1,-6.328105330E-1,2.566265166E-1,-1.722229719E-1
1.705945000E-1,-6.423293948E-1,3.628921807E-1,-1.543009579E-1
1.806255000E-1,-6.870563626E-1,4.227198362E-1,-1.773016155E-1
1.906565001E-1,-7.281845808E-1,4.546288848E-1,-2.052493244E-1
2.006875001E-1,-7.980211377E-1,4.503276050E-1,-2.337083966E-1
2.107195000E-1,-8.982876539E-1,4.202449322E-1,-2.823012471E-1
2.207505000E-1,-9.910799265E-1,4.405890703E-1,-3.675612807E-1
2.307815000E-1,-1.036396742E0,5.375987887E-1,-4.766737819E-1
2.408125000E-1,-1.038123250E0,6.479074955E-1,-5.759638548E-1
2.508435000E-1,-9.903690815E-1,7.143070698E-1,-6.601865292E-1
2.608745000E-1,-8.992479444E-1,7.621321082E-1,-7.711690068E-1
2.709055000E-1,-7.638083696E-1,1.022503018E0,-1.064203978E0
2.809365001E-1,-6.556454301E-1,1.287802339E0,-1.530226350E0
2.909675001E-1,-6.245443225E-1,1.448674440E0,-1.858602524E0
3.009995000E-1,-4.686351418E-1,1.784049153E0,-2.005451679E0
3.110305000E-1,-3.670071363E-1,1.948968053E0,-2.192423344E0
3.210615000E-1,-3.692322075E-1,2.294364691E0,-2.448722601E0
3.310925000E-1,-6.108310819E-1,2.656048298E0,-2.818962812E0
3.411235000E-1,-1.080779791E0,3.113635778E0,-3.303512573E0
3.511545000E-1,-1.547706366E0,3.522568703E0,-3.818065166E0
3.611855000E-1,-1.712640762E0,3.711825371E0,-4.432274342E0
3.712165001E-1,-1.647427678E0,3.985086918E0,-4.919501781E0
3.812475001E-1,-1.387638092E0,4.148633003E0,-5.174897194E0
3.912795000E-1,-9.649628401E-1,4.204946995E0,-5.163046360E0
4.013105000E-1,-4.598024487E-1,4.178568840E0,-5.038731098E0
4.113415000E-1,-1.746135019E-2,3.935912609E0,-4.914183617E0
4.213725000E-1,3.210567832E-1,3.674432039E0,-4.776411057E0
4.314035000E-1,5.162745118E-1,3.671664238E0,-4.581508160E0
4.414345000E-1,6.015492082E-1,3.651691198E0,-4.447056293E0
4.514655001E-1,6.671069264E-1,3.649628639E0,-4.431737900E0
4.614965001E-1,7.772824764E-1,3.751595974E0,-4.562091827E0
4.715285000E-1,9.452549219E-1,3.813315868E0,-4.849374771E0
4.815595000E-1,1.126360178E0,4.009066582E0,-5.203495979E0
4.915905000E-1,1.067173600E0,4.329920292E0,-5.465864182E0
5.016215000E-1,9.070398808E-1,4.440230846E0,-5.677657127E0
5.116525000E-1,5.511819720E-1,4.820757866E0,-5.626708508E0
5.216835000E-1,3.468282521E-1,4.452445984E0,-5.377548218E0
5.317145000E-1,-1.681600958E-1,4.298147202E0,-5.208212852E0
5.417455001E-1,-5.298274755E-1,4.674884319E0,-4.606612682E0
5.517775001E-1,-4.212253392E-1,4.499918938E0,-3.927869081E0
5.618085000E-1,-1.110517755E-1,4.493843079E0,-3.291812420E0
5.718395000E-1,2.319786847E-1,4.553349018E0,-2.833973885E0
5.818705000E-1,4.815624356E-1,4.610911846E0,-2.677660942E0
5.919015000E-1,5.607916117E-1,4.754094601E0,-2.809281826E0
6.019325000E-1,4.892974496E-1,4.821559906E0,-3.111539125E0
6.119635000E-1,3.116106987E-1,4.784342766E0,-3.460849047E0
6.219945000E-1,1.122523248E-1,4.530415058E0,-3.677837849E0
6.320265001E-1,-1.281438172E-1,4.032153606E0,-3.613915443E0
6.420575000E-1,-3.610796034E-1,3.318767309E0,-3.147269964E0
6.520885000E-1,-5.495474935E-1,2.508227348E0,-2.387850285E0
6.621195000E-1,-6.503111124E-1,1.887561083E0,-1.569209337E0
6.721505000E-1,-6.374128461E-1,1.646532297E0,-8.844553828E-1
6.821815000E-1,-5.359911323E-1,1.681019187E0,-4.793331921E-1
6.922125000E-1,-4.341918826E-1,1.938392997E0,-3.520945013E-1
7.022445000E-1,-3.853907883E-1,2.341450214E0,-4.506846964E-1
7.122755001E-1,-3.951389194E-1,2.728561640E0,-6.629403830E-1
7.223065001E-1,-4.544376731E-1,3.043504715E0,-8.603248000E-1
7.323375000E-1,-5.375799537E-1,3.295616388E0,-9.980571270E-1
7.423685000E-1,-6.032130122E-1,3.436460257E0,-1.066452265E0
7.523995000E-1,-5.790985227E-1,3.290085793E0,-9.878422618E-1
7.624290000E-1,-5.363071561E-1,2.950554609E0,-7.529006004E-1
7.724610000E-1,-6.021265984E-1,2.554634809E0,-4.712449014E-1
7.824920000E-1,-7.642619610E-1,2.100144386E0,-2.068686485E-1
7.925230000E-1,-9.452030063E-1,1.677673817E0,2.769038826E-2
8.025540001E-1,-1.018842101E0,1.347877026E0,1.911189854E-1
8.125850001E-1,-9.287616611E-1,1.150645614E0,3.125411868E-1
8.226160001E-1,-7.337726951E-1,1.146836519E0,4.017397761E-1
8.326470000E-1,-5.492231250E-1,1.262546420E0,4.420709908E-1
8.426780000E-1,-4.463808835E-1,1.444914341E0,4.161105156E-1
8.527100000E-1,-4.210774004E-1,1.604194999E0,2.970486283E-1
8.627410000E-1,-4.346744418E-1,1.672422290E0,1.193452105E-1
8.727720000E-1,-4.526496828E-1,1.686940551E0,-3.646197170E-2
8.828030000E-1,-4.473443925E-1,1.595204830E0,-1.203321069E-1
8.928340001E-1,-4.686405063E-1,1.404822588E0,-1.144494414E-1
9.028650001E-1,-6.002299190E-1,1.119917393E0,-1.019867137E-2
9.128970000E-1,-8.407217264E-1,7.177646756E-1,1.136773974E-1
9.229280000E-1,-1.102923870E0,3.327629864E-1,2.446383387E-1
9.329590000E-1,-1.273954034E0,4.216147959E-2,3.743667006E-1
9.429900000E-1,-1.355211616E0,-2.077708542E-1,3.983271718E-1
9.530210000E-1,-9.442502260E-1,-4.295145571E-1,3.691173494E-1
9.630520000E-1,-2.916865647E-1,-5.084319711E-1,3.009827733E-1
9.730830000E-1,2.125896215E-1,-5.318467617E-1,1.510912180E-1
9.831150001E-1,5.175268650E-1,-4.177910388E-1,1.447127666E-3
9.931460000E-1,9.048575759E-1,-6.596077979E-2,-9.973174892E-3
1.003177000E0,1.127119064E0,-1.051323023E-2,1.907845028E-2
1.013208000E0,1.064458728E0,5.527410656E-2,6.558910012E-2
1.023239000E0,8.137317300E-1,-3.979727998E-2,1.796381772E-1
1.033270000E0,5.144881010E-1,5.726924166E-2,3.384425044E-1
1.043301000E0,3.395245671E-1,3.499021828E-1,4.352577329E-1
1.053333000E0,3.580889106E-1,7.582738996E-1,1.661615819E-1
1.063364000E0,6.351452470E-1,1.031483054E0,-2.686732411E-1
1.073395000E0,1.067588449E0,1.291753411E0,-8.052854538E-1
1.083426000E0,1.318535805E0,1.341166496E0,-1.214406848E0
1.093457000E0,1.417020082E0,1.083054066E0,-1.468234539E0
1.103488000E0,1.449951053E0,5.079860091E-1,-1.576683283E0
1.113520000E0,1.390372992E0,1.458717585E-1,-1.662495494E0
1.123551000E0,1.235737920E0,-3.843894303E-1,-1.670602679E0
1.133582000E0,1.051560283E0,-7.751771808E-1,-1.634346366E0
1.143613000E0,8.791887760E-1,-1.009552360E0,-1.671909690E0
1.153644000E0,6.876944900E-1,-1.166108608E0,-1.646921277E0
1.163675000E0,4.771057963E-1,-1.265974760E0,-1.587862730E0
1.173706000E0,3.133256435E-1,-1.025008917E0,-1.430323124E0
1.183738000E0,4.108287692E-1,-7.399742007E-1,-1.173707485E0
1.193769000E0,1.587963253E-1,-8.786193132E-1,-1.118549228E0
1.203800000E0,5.101606250E-2,-6.603144407E-1,-1.154601574E0
1.213831000E0,1.969555579E-2,-3.790723979E-1,-1.297171712E0
1.223862000E0,1.716262288E-2,-3.749378398E-2,-1.628213882E0
1.233893000E0,-5.843379349E-2,3.716627508E-2,-1.890495181E0
1.243925000E0,-1.732376069E-1,1.377019435E-1,-2.121098757E0
1.253956000E0,-2.613318563E-1,2.622792721E-1,-2.326875210E0
1.263987000E0,-2.607595325E-1,2.168457508E-1,-2.255976439E0
1.274018000E0,-2.199143171E-1,9.005569667E-2,-1.907733202E0
1.284049000E0,-1.946779341E-1,-8.526579291E-2,-1.389149666E0
1.294080000E0,-8.922033757E-2,-1.498355269E-1,-8.601854444E-1
1.304112000E0,6.660255045E-2,-4.382279888E-2,-5.191919208E-1
1.314143000E0,2.144748867E-1,2.699041069E-1,-3.428978026E-1
1.324174000E0,3.089105785E-1,8.009173870E-1,-4.170223475E-1
1.334205000E0,3.967428803E-1,1.386548162E0,-8.682256937E-1
1.344236000E0,2.292391062E-1,2.224292755E0,-1.409970760E0
1.354268000E0,2.408619970E-1,2.533896685E0,-1.917637229E0
1.364299000E0,5.522757769E-1,2.479538679E0,-2.272647381E0
1.374330000E0,8.721897006E-1,2.453480482E0,-2.267270088E0
1.384361000E0,1.360159039E0,2.085206509E0,-2.112844944E0
1.394392000E0,1.766703129E0,1.503193259E0,-2.004567862E0
1.404423000E0,2.016748428E0,7.989140749E-1,-1.736749649E0
1.414454000E0,2.046410084E0,-1.725202985E-2,-1.387492537E0
1.424486000E0,1.924581885E0,-7.376893163E-1,-8.059445620E-1
1.434517000E0,1.701530457E0,-1.212615252E0,-2.102682590E-1
1.444548000E0,1.429219842E0,-1.470739007E0,2.215385437E-1
1.454579000E0,1.192366838E0,-1.436059952E0,5.043821335E-1
1.464610000E0,1.025508404E0,-1.472132921E0,6.391332746E-1
1.474642000E0,8.979681134E-1,-1.297942281E0,5.364866853E-1
1.484673000E0,6.422971487E-1,-1.156435728E0,1.119902879E-1
1.494704000E0,3.713561594E-1,-9.937640429E-1,-2.550632358E-1
1.504735000E0,1.438830346E-1,-7.600876093E-1,-3.962802589E-1
1.514766000E0,-1.015972719E-1,-6.273910999E-1,-4.254814982E-1
1.524797000E0,-3.652946949E-1,-1.544024944E-1,-2.670878768E-1
1.534829000E0,-3.931732774E-1,1.622595936E-1,-2.493761033E-1
1.544860000E0,4.287434742E-2,7.143560648E-1,-1.503975987E-1
1.554891000E0,1.238322482E-1,8.174744248E-1,-8.053209633E-2
1.564922000E0,-1.122468635E-1,1.017510533E0,-1.599875093E-1
1.574953000E0,-3.947209418E-1,1.678891540E0,-1.128898337E-1
1.584985000E0,-5.708256364E-1,1.619418383E0,3.740566224E-2
1.595016000E0,-5.996202230E-1,9.080528021E-1,1.421396732E-1
1.605047000E0,-5.143242478E-1,2.251535505E-1,1.733977199E-1
1.615078000E0,-3.817657232E-1,-2.578970194E-1,1.642241329E-1
1.625109000E0,-2.452715188E-1,-4.483498037E-1,1.303409934E-1
1.635140000E0,-1.485466957E-1,-3.731057942E-1,7.535890490E-2
1.645172000E0,-1.124363616E-1,-2.249946147E-1,1.837843657E-2
1.655203000E0,-1.223569438E-1,-5.631386861E-2,-4.466437548E-2
1.665234000E0,-1.748201400E-1,3.723419085E-2,-8.299339563E-2
1.675265000E0,-2.434516698E-1,9.090264142E-2,-1.084118038E-1
1.685296000E0,-3.120102286E-1,1.708534062E-1,-1.211544946E-1
1.695327000E0,-3.551405966E-1,1.617887616E-1,-1.295723468E-1
1.705359000E0,-3.604914248E-1,9.141232818E-2,-1.168062165E-1
