"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636482174560069E9,"2021-11-09 19:22:54.560 UTC+01:00"
"PAUSE",2.085688529163599E1,1.636482195417101E9,"2021-11-09 19:23:15.417 UTC+01:00"
