"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636387091375376E9,"2021-11-08 16:58:11.375 UTC+01:00"
"PAUSE",4.951029212516732E1,1.636387140885894E9,"2021-11-08 16:59:00.886 UTC+01:00"
