"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636142772173019E9,"2021-11-05 21:06:12.173 UTC+01:00"
"PAUSE",6.348612883337773E1,1.636142835658868E9,"2021-11-05 21:07:15.659 UTC+01:00"
