"event","experiment time","system time","system time text"
"START",0.000000000E0,1636392858.316,"2021-11-08 18:34:18.316 UTC+01:00"
"PAUSE",7.190505013E1,1636392930.221,"2021-11-08 18:35:30.221 UTC+01:00"
