"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636142591185073E9,"2021-11-05 21:03:11.185 UTC+01:00"
"PAUSE",6.420632570830640E1,1.636142655391114E9,"2021-11-05 21:04:15.391 UTC+01:00"
