"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636394871044587E9,"2021-11-08 19:07:51.045 UTC+01:00"
"PAUSE",2.208252983330749E1,1.636394893127262E9,"2021-11-08 19:08:13.127 UTC+01:00"
