"event","experiment time","system time","system time text"
"START",0.000000000E0,1636569649.719,"2021-11-10 19:40:49.719 UTC+01:00"
"PAUSE",1.505490911E1,1636569664.774,"2021-11-10 19:41:04.774 UTC+01:00"
