"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481655922127E9,"2021-11-09 19:14:15.922 UTC+01:00"
"PAUSE",1.195478754164651E1,1.636481667876949E9,"2021-11-09 19:14:27.877 UTC+01:00"
