"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
1.404249808E-3,-2.919379120E0,4.498894501E0,8.242609406E0
1.139424997E-2,-2.881507874E0,4.361180878E0,8.187973022E0
2.138424991E-2,-2.818788300E0,4.262685699E0,8.263565826E0
3.137424984E-2,-2.883753204E0,4.267924805E0,8.470884705E0
4.136325000E-2,-2.912044373E0,4.347409515E0,8.722212067E0
5.135324993E-2,-2.952460327E0,4.505480804E0,8.609945526E0
6.134324986E-2,-3.036435699E0,5.039570160E0,8.402177582E0
7.133324980E-2,-3.304528198E0,5.033881989E0,8.316705322E0
8.132324996E-2,-3.346590729E0,4.652175751E0,8.290509796E0
9.131224989E-2,-3.239712982E0,4.475692749E0,8.312963104E0
1.013022498E-1,-3.183130646E0,4.393663330E0,8.236472168E0
1.112922500E-1,-3.080144806E0,4.229604492E0,8.242609406E0
1.212822499E-1,-2.985391846E0,4.045038300E0,8.235723724E0
1.312722499E-1,-2.898572388E0,3.912264404E0,8.257578278E0
1.412622500E-1,-2.814297638E0,3.911815338E0,8.281528473E0
1.512512499E-1,-2.696791992E0,3.988006897E0,8.339458008E0
1.612412499E-1,-2.583926697E0,3.938459930E0,8.414002991E0
1.712316666E-1,-2.462978210E0,3.783532104E0,8.450227661E0
1.812216665E-1,-2.425106964E0,3.643124084E0,8.419990540E0
1.912116667E-1,-2.505639496E0,3.539689178E0,8.416697388E0
2.012006666E-1,-2.481539612E0,3.472928009E0,8.477920074E0
2.111906665E-1,-2.444416809E0,3.457210693E0,8.462202759E0
2.211806665E-1,-2.362088013E0,3.503015442E0,8.370892639E0
2.311706666E-1,-2.240840149E0,3.578458557E0,8.365204468E0
2.411606666E-1,-2.214345245E0,3.671265564E0,8.307723999E0
2.511506665E-1,-2.296075287E0,3.759881287E0,8.140372009E0
2.611396667E-1,-2.382894745E0,3.879781952E0,7.879015503E0
2.711296666E-1,-2.391726379E0,4.055366821E0,7.641010437E0
2.811196665E-1,-2.256258087E0,4.161346436E0,7.508535919E0
2.911096667E-1,-2.158211975E0,4.185895386E0,7.494614868E0
3.010996666E-1,-2.199226685E0,4.126169586E0,7.579338684E0
3.110896666E-1,-2.476749573E0,4.029919739E0,7.793094177E0
3.210786665E-1,-2.671943665E0,3.957320709E0,8.081843719E0
3.310686667E-1,-2.826871490E0,3.920946350E0,8.270301819E0
3.410586666E-1,-2.989882507E0,4.016597443E0,8.459508362E0
3.510486665E-1,-3.022215271E0,4.098177795E0,8.617879028E0
3.610386667E-1,-3.044518890E0,4.067940674E0,8.747509460E0
3.710276666E-1,-3.224594421E0,4.064198456E0,8.896898804E0
3.810176665E-1,-3.433709564E0,4.209246826E0,8.938212891E0
3.910076665E-1,-3.550317078E0,4.296215973E0,8.884474640E0
4.009976666E-1,-3.677702179E0,4.289629669E0,8.831035767E0
4.109876666E-1,-3.708238678E0,4.294120331E0,8.630901947E0
4.209776665E-1,-3.657793579E0,4.332141266E0,8.376431122E0
4.309666667E-1,-3.722010040E0,4.438120880E0,8.241262207E0
4.409566666E-1,-3.835324402E0,4.447401581E0,8.294252014E0
4.509466665E-1,-3.832031250E0,4.365970917E0,8.482560425E0
4.609366665E-1,-4.021088104E0,4.386927338E0,8.767418060E0
4.709266666E-1,-4.244723053E0,4.352349243E0,9.030421143E0
4.809156666E-1,-4.285737762E0,4.230053558E0,9.004824371E0
4.909056665E-1,-4.226161652E0,4.115092621E0,8.755892029E0
5.008956667E-1,-4.147874451E0,3.892355804E0,8.766070862E0
5.108856666E-1,-4.123924255E0,3.781137085E0,8.953331451E0
5.208756665E-1,-4.064497833E0,3.741918640E0,8.914562073E0
5.308656667E-1,-3.856879578E0,3.660787354E0,8.470285950E0
5.408546666E-1,-3.801794128E0,3.495980072E0,7.832312622E0
5.508446665E-1,-3.646117859E0,3.198997650E0,7.385791168E0
5.608346665E-1,-3.641926575E0,3.038082275E0,7.187303925E0
5.708246666E-1,-4.105961609E0,3.181184692E0,7.651638336E0
5.808146666E-1,-4.377197571E0,3.344495087E0,8.413703613E0
5.908046665E-1,-4.202510834E0,3.503015442E0,8.721164246E0
6.007936667E-1,-4.000131683E0,3.808979187E0,8.517886963E0
6.107836666E-1,-3.972439270E0,4.019740906E0,8.000562744E0
6.207736665E-1,-4.183051300E0,4.175716553E0,7.818690948E0
6.307636665E-1,-4.619094543E0,4.464466095E0,8.138725433E0
6.407536666E-1,-4.807253265E0,4.949756927E0,8.450676727E0
6.507426666E-1,-4.463717651E0,5.281766510E0,8.073161774E0
6.607326665E-1,-4.293521576E0,5.445076904E0,7.635621643E0
6.707226667E-1,-4.174369354E0,5.531596985E0,7.601941681E0
6.807126666E-1,-4.141437836E0,5.462291107E0,7.808362427E0
6.907026665E-1,-4.516707458E0,5.232668610E0,7.679480438E0
7.006926667E-1,-4.529580688E0,5.052293701E0,7.396568756E0
7.106816666E-1,-4.324656830E0,4.949158173E0,7.585775299E0
7.206716666E-1,-4.054768066E0,4.843777313E0,7.986492004E0
7.306616665E-1,-3.415148163E0,4.821324005E0,8.524772644E0
7.406516667E-1,-3.595373383E0,4.695884857E0,8.458011475E0
7.506416666E-1,-3.396736450E0,3.891457672E0,8.341403961E0
7.606316665E-1,-3.304827576E0,3.738176422E0,7.671996002E0
7.706206667E-1,-3.335364075E0,4.274511108E0,6.720724182E0
7.806106666E-1,-3.807781677E0,4.374503174E0,6.478228455E0
7.906006665E-1,-3.602109375E0,3.711681519E0,6.542145538E0
8.005906665E-1,-3.824097748E0,3.076252899E0,6.670279083E0
8.105806666E-1,-4.865631866E0,2.348316650E0,7.227570190E0
8.205696666E-1,-5.156327362E0,2.196681976E0,7.452402649E0
8.305596665E-1,-4.309238892E0,2.593506775E0,7.341782684E0
8.405496667E-1,-3.375031586E0,3.119512939E0,7.604636078E0
8.505396666E-1,-3.378025360E0,3.572321320E0,8.131091309E0
8.605296665E-1,-3.654201050E0,3.846101990E0,8.327782288E0
8.705196665E-1,-3.865561523E0,3.926634521E0,8.139024811E0
8.805086666E-1,-4.123624878E0,3.813020782E0,8.238867188E0
8.904986666E-1,-4.533771973E0,3.958817596E0,8.171806641E0
9.004886665E-1,-4.262386322E0,4.111799469E0,7.961793365E0
9.104786667E-1,-4.278103638E0,4.198469238E0,7.804320831E0
9.204686666E-1,-4.556075592E0,4.392465820E0,7.690108337E0
9.304576665E-1,-4.558021545E0,4.825814667E0,7.856113129E0
9.404476667E-1,-4.508773956E0,5.081333313E0,8.589737549E0
9.504376666E-1,-3.677253113E0,5.156626740E0,8.358618164E0
9.604276665E-1,-3.220253448E0,4.845274200E0,8.509953461E0
9.704176665E-1,-3.299289093E0,4.503385162E0,9.033863983E0
9.804076666E-1,-3.283571777E0,4.400399323E0,9.268575897E0
9.903966666E-1,-3.269501038E0,4.420756989E0,9.213490448E0
1.000386667E0,-3.173251190E0,4.426445160E0,9.109606476E0
1.010376667E0,-3.143762512E0,4.137695618E0,9.176367645E0
1.020366667E0,-3.415447540E0,3.842808838E0,9.445957031E0
1.030356667E0,-3.381318512E0,3.573369141E0,9.940678253E0
1.040346666E0,-2.859353943E0,3.412304077E0,9.476493530E0
1.050335667E0,-2.774779816E0,3.035986633E0,9.296417999E0
1.060325667E0,-2.980601807E0,2.532583466E0,9.430688782E0
1.070315666E0,-2.789149933E0,2.517913971E0,9.372759247E0
1.080305667E0,-2.465822296E0,2.736309814E0,9.436376953E0
1.090295667E0,-2.041005707E0,2.804867249E0,9.418713684E0
1.100284667E0,-1.871558075E0,2.669548645E0,9.452243958E0
1.110274667E0,-1.787582703E0,2.146087189E0,8.867260437E0
1.120264667E0,-2.184257813E0,9.533674622E-1,6.419550476E0
1.130254667E0,-2.171683960E0,6.420149231E-1,8.367150421E0
1.140244666E0,-1.815574493E0,2.105371857E0,8.571625214E0
1.150234667E0,-1.518891449E0,3.129242706E0,8.125103760E0
1.160223667E0,-2.001936951E0,3.022963715E0,8.787326660E0
1.170213292E0,-1.864672394E0,2.934946747E0,9.135652313E0
1.180203292E0,-1.535955963E0,3.633394318E0,9.654772797E0
