"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
5.787125090E-3,1.456058919E-1,-1.968403012E-1,-3.091165423E-2
1.577712502E-2,2.630134858E-2,-2.421034575E-1,-1.779488847E-2
2.576712496E-2,-1.552090645E-1,-2.849175036E-1,-2.776256576E-2
3.575612488E-2,-3.656389713E-1,-3.330265582E-1,-2.130860090E-2
4.574612505E-2,-5.222738385E-1,-3.539344966E-1,1.082829572E-2
5.573612498E-2,-5.952855349E-1,-3.630792499E-1,4.194536805E-2
6.572612491E-2,-5.988810658E-1,-3.902850449E-1,5.524066463E-2
7.571612508E-2,-5.551005602E-1,-4.139656425E-1,9.097254276E-2
8.570512501E-2,-4.995323718E-1,-4.550432861E-1,1.658678353E-1
9.569512494E-2,-4.355520010E-1,-5.276190042E-1,2.908161879E-1
1.056851249E-1,-3.741597533E-1,-6.523414850E-1,4.613232017E-1
1.156751250E-1,-3.291752338E-1,-8.460965157E-1,6.424577832E-1
1.256651250E-1,-3.052459359E-1,-1.063323855E0,7.951818109E-1
1.356551249E-1,-3.884758055E-1,-1.383719802E0,8.567331433E-1
1.456441251E-1,-4.861738682E-1,-1.502882600E0,8.827208281E-1
1.556341250E-1,-5.937469602E-1,-1.470524788E0,8.945957422E-1
1.656241249E-1,-7.248232365E-1,-1.458431602E0,8.979790211E-1
1.756141251E-1,-8.343539834E-1,-1.498862147E0,9.157631993E-1
1.856041250E-1,-8.695117235E-1,-1.396409273E0,9.169414043E-1
1.955941250E-1,-8.647776842E-1,-1.159723520E0,1.008018970E0
2.055831249E-1,-8.405852318E-1,-1.118489861E0,1.156464338E0
2.155731251E-1,-7.615894675E-1,-1.099955320E0,1.298041701E0
2.255631250E-1,-6.513455510E-1,-1.034170151E0,1.461546659E0
2.355531249E-1,-5.510836840E-1,-9.073276520E-1,1.642138600E0
2.455431251E-1,-4.912882447E-1,-7.606722116E-1,1.800204873E0
2.555331250E-1,-4.814352989E-1,-6.026375294E-1,1.900331736E0
2.655221249E-1,-5.318089724E-1,-4.333214462E-1,1.909065127E0
2.755121249E-1,-6.509639025E-1,-2.714555860E-1,1.820892334E0
2.855021250E-1,-7.978412509E-1,-1.127538234E-1,1.657656312E0
2.954921250E-1,-9.501945376E-1,-4.034950584E-2,1.466600180E0
3.054821249E-1,-1.077200532E0,-7.267149538E-2,1.307537317E0
3.154721251E-1,-1.126477480E0,-1.652272195E-1,1.215434790E0
3.254611250E-1,-1.076753497E0,-2.555267513E-1,1.175055146E0
3.354511249E-1,-9.754279852E-1,-3.964345455E-1,1.147809148E0
3.454411249E-1,-8.908750415E-1,-5.802285671E-1,1.100374818E0
3.554311250E-1,-8.651230931E-1,-6.832039952E-1,1.035707235E0
3.654211250E-1,-9.003636241E-1,-6.012063622E-1,1.000670910E0
3.754101249E-1,-9.721197486E-1,-3.585005999E-1,1.021757364E0
3.854001251E-1,-1.082792997E0,-3.794202209E-2,1.060550809E0
3.953901250E-1,-1.198212147E0,2.387580872E-1,1.079161763E0
4.053801249E-1,-1.300397396E0,4.120638371E-1,1.050633192E0
4.153701251E-1,-1.377442837E0,4.647779763E-1,9.810152054E-1
4.253601250E-1,-1.414189935E0,4.102034271E-1,8.943852186E-1
4.353491249E-1,-1.412005067E0,2.678168118E-1,8.127253652E-1
4.453391249E-1,-1.363195181E0,6.275180727E-2,7.464177608E-1
4.553291250E-1,-1.273301482E0,-1.616613865E-1,7.146119475E-1
4.653191250E-1,-1.169678211E0,-3.037524819E-1,6.700412631E-1
4.753091249E-1,-1.067160368E0,-3.331666589E-1,6.021353602E-1
4.852991251E-1,-9.675157666E-1,-3.075521290E-1,5.299756527E-1
4.952881250E-1,-8.648181558E-1,-2.428760231E-1,4.747614861E-1
5.052781249E-1,-7.648060918E-1,-1.702755988E-1,4.241286814E-1
5.152681249E-1,-6.892535090E-1,-9.382167459E-2,3.723223507E-1
5.252581250E-1,-6.335297823E-1,-6.947691739E-2,3.283602297E-1
5.352481250E-1,-6.219267249E-1,-1.151041910E-1,2.795747519E-1
5.452381249E-1,-6.536721587E-1,-2.013525218E-1,2.349340618E-1
5.552271251E-1,-6.769840717E-1,-2.841654718E-1,2.159520090E-1
5.652171250E-1,-6.732849479E-1,-3.172813356E-1,2.256595045E-1
