"event","experiment time","system time","system time text"
"START",0.000000000E0,1636297559.119,"2021-11-07 16:05:59.119 UTC+01:00"
"PAUSE",4.466020116E1,1636297603.780,"2021-11-07 16:06:43.780 UTC+01:00"
