"event","experiment time","system time","system time text"
"START",0.000000000E0,1636142918.760,"2021-11-05 21:08:38.760 UTC+01:00"
"PAUSE",6.260414623E1,1636142981.364,"2021-11-05 21:09:41.364 UTC+01:00"
