"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.936060600E-2,-1.176452637E-1,-7.369995117E-3,1.651458740E-1
6.186304700E-2,-1.112518311E-1,-2.044677734E-3,1.715393066E-1
6.436548800E-2,-1.059265137E-1,-9.765625000E-4,1.704711914E-1
6.686793000E-2,-9.846496582E-2,-2.044677734E-3,1.683349609E-1
6.937037100E-2,-8.995056152E-2,-4.165649414E-3,1.662139893E-1
7.187281300E-2,-7.823181152E-2,-6.301879883E-3,1.715393066E-1
7.437525400E-2,-6.437683105E-2,-1.269531250E-2,1.715393066E-1
7.687769500E-2,-4.733276367E-2,-2.334594727E-2,1.704711914E-1
7.941065400E-2,-3.775024414E-2,-3.506469727E-2,1.715393066E-1
8.191309600E-2,-2.496337891E-2,-5.210876465E-2,1.672668457E-1
8.441553700E-2,-1.112365723E-2,-6.596374512E-2,1.640777588E-1
8.691797900E-2,5.920410156E-3,-8.512878418E-2,1.662139893E-1
8.942042000E-2,1.231384277E-2,-9.898376465E-2,1.608886719E-1
9.192286100E-2,1.977539062E-2,-1.138916016E-1,1.576843262E-1
9.442530300E-2,2.828979492E-2,-1.288146973E-1,1.566162109E-1
9.695826200E-2,2.935791016E-2,-1.469116211E-1,1.523590088E-1
9.946070300E-2,2.616882324E-2,-1.618347168E-1,1.459655762E-1
1.019631450E-1,2.296447754E-2,-1.714172363E-1,1.438446045E-1
1.044655860E-1,1.870727539E-2,-1.842041016E-1,1.427764893E-1
1.069680270E-1,1.338195801E-2,-2.001800537E-1,1.374511719E-1
1.094704690E-1,6.988525391E-3,-2.204132080E-1,1.321258545E-1
1.119729100E-1,-7.919311523E-3,-2.417297363E-1,1.299896240E-1
1.145058690E-1,-1.112365723E-2,-2.555694580E-1,1.310577393E-1
1.170083110E-1,-1.644897461E-2,-2.715454102E-1,1.299896240E-1
1.195107520E-1,-2.389526367E-2,-2.939300537E-1,1.321258545E-1
1.220131930E-1,-2.923583984E-2,-3.130950928E-1,1.331787109E-1
1.245156350E-1,-3.135681152E-2,-3.312072754E-1,1.353149414E-1
1.270180760E-1,-3.242492676E-2,-3.514404297E-1,1.385040283E-1
1.295205180E-1,-3.456115723E-2,-3.738250732E-1,1.438446045E-1
1.320534770E-1,-3.668212891E-2,-3.961944580E-1,1.491699219E-1
1.345559180E-1,-4.093933105E-2,-4.185638428E-1,1.523590088E-1
1.370583590E-1,-4.840087891E-2,-4.398651123E-1,1.566162109E-1
1.395608010E-1,-5.160522461E-2,-4.633026123E-1,1.587524414E-1
1.420632420E-1,-5.693054199E-2,-4.814147949E-1,1.608886719E-1
1.445656840E-1,-6.437683105E-2,-5.005798340E-1,1.651458740E-1
1.470681250E-1,-7.823181152E-2,-5.176239014E-1,1.640777588E-1
1.496010840E-1,-8.995056152E-2,-5.325469971E-1,1.651458740E-1
1.521035250E-1,-9.634399414E-2,-5.463867188E-1,1.662139893E-1
1.546059670E-1,-1.101837158E-1,-5.538482666E-1,1.683349609E-1
1.571084080E-1,-1.229705811E-1,-5.655670166E-1,1.662139893E-1
1.596108500E-1,-1.336212158E-1,-5.719604492E-1,1.651458740E-1
1.621132910E-1,-1.410827637E-1,-5.740814209E-1,1.704711914E-1
1.646157320E-1,-1.495971680E-1,-5.826110840E-1,1.704711914E-1
1.671181740E-1,-1.538696289E-1,-5.804748535E-1,1.715393066E-1
1.696511330E-1,-1.591949463E-1,-5.815429688E-1,1.789855957E-1
1.721535740E-1,-1.623840332E-1,-5.772857666E-1,1.800537109E-1
1.746560160E-1,-1.666412354E-1,-5.698242188E-1,1.832580566E-1
1.771584570E-1,-1.634521484E-1,-5.613098145E-1,1.832580566E-1
