"event","experiment time","system time","system time text"
"START",0.000000000E0,1636394153.283,"2021-11-08 18:55:53.283 UTC+01:00"
"PAUSE",2.711225155E1,1636394180.395,"2021-11-08 18:56:20.395 UTC+01:00"
