"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636362437993018E9,"2021-11-08 10:07:17.993 UTC+01:00"
"PAUSE",8.476056495832745E1,1.636362522754280E9,"2021-11-08 10:08:42.754 UTC+01:00"
