"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636141642129457E9,"2021-11-05 20:47:22.129 UTC+01:00"
"PAUSE",5.999983833334409E1,1.636141702129029E9,"2021-11-05 20:48:22.129 UTC+01:00"
