"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636534050960897E9,"2021-11-10 09:47:30.961 UTC+01:00"
"PAUSE",3.685497704165755E1,1.636534087815073E9,"2021-11-10 09:48:07.815 UTC+01:00"
