"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
9.201250039E-3,-2.146592177E-2,-2.439161576E-2,2.755573951E-3
1.915525005E-2,-2.763430960E-2,-3.247091547E-2,4.988750909E-3
2.911025006E-2,-3.938230872E-2,-3.438998759E-2,1.104824152E-2
3.906425007E-2,-4.299181700E-2,-4.119852558E-2,1.695053093E-2
4.901925009E-2,-4.470209777E-2,-5.436199903E-2,2.114367858E-2
5.897324998E-2,-4.167617112E-2,-8.056926727E-2,2.145498991E-2
6.892825000E-2,-4.386369139E-2,-9.307361394E-2,2.804924175E-2
7.888225000E-2,-4.391799495E-2,-8.902420104E-2,3.860222176E-2
8.883725002E-2,-6.286372244E-2,-8.914431185E-2,4.447342828E-2
9.879125003E-2,-1.012201607E-1,-1.056624055E-1,5.143908039E-2
1.087462500E-1,-1.648734361E-1,-1.608444303E-1,5.874679610E-2
1.187002501E-1,-2.509256899E-1,-3.028049767E-1,7.110340893E-2
1.286552501E-1,-3.172370493E-1,-4.809408784E-1,7.914215326E-2
1.386092501E-1,-3.525576890E-1,-6.019772291E-1,1.212569699E-1
1.485632501E-1,-4.098516107E-1,-6.870623231E-1,1.788147986E-1
1.585182500E-1,-5.157348514E-1,-7.356049418E-1,2.186997533E-1
1.684722500E-1,-6.566837430E-1,-6.967059970E-1,2.627375126E-1
1.784272500E-1,-7.652617693E-1,-5.305575132E-1,2.927161455E-1
1.883812500E-1,-8.195101023E-1,-2.135129720E-1,2.761574090E-1
1.983362500E-1,-8.110037446E-1,1.785128266E-1,2.096483111E-1
2.082902500E-1,-7.113914490E-1,4.825566113E-1,1.091376841E-1
2.182452501E-1,-5.264304876E-1,5.658435225E-1,1.859374344E-2
2.281992501E-1,-2.563153803E-1,3.839312196E-1,-1.156309433E-2
2.381542501E-1,-7.086372469E-3,1.754896194E-1,-2.797831781E-3
2.481082501E-1,1.246210411E-1,1.370923668E-1,-1.013408881E-2
2.580632500E-1,1.692241877E-1,2.556751966E-1,-3.457258642E-2
2.680172500E-1,1.491815001E-1,4.092447758E-1,-4.986552522E-2
2.779722500E-1,9.696097672E-2,4.884087145E-1,-7.133189589E-2
2.879262500E-1,3.350849822E-2,4.716792703E-1,-9.346489608E-2
2.978812500E-1,-9.193981066E-3,4.223658442E-1,-1.047757268E-1
3.078352500E-1,-4.822234064E-2,2.930976152E-1,-9.664110094E-2
3.177902501E-1,-1.789576374E-2,4.423344508E-2,-9.479717165E-2
3.277442501E-1,5.175468698E-2,-1.229840443E-1,-8.920186758E-2
3.376992501E-1,9.038790315E-2,-1.308118254E-1,-9.926383197E-2
3.476532500E-1,1.325896829E-1,-1.035567746E-1,-1.221880466E-1
3.576082500E-1,1.648126543E-1,-7.604391873E-2,-1.309246421E-1
3.675622500E-1,2.013959587E-1,-4.068886116E-2,-1.152455434E-1
3.775172500E-1,2.058529556E-1,-2.666202188E-2,-9.520004690E-2
3.874712500E-1,1.862366349E-1,-9.605541825E-3,-8.649471402E-2
3.974262500E-1,1.698119342E-1,5.357292667E-2,-7.083787024E-2
4.073802500E-1,1.540747881E-1,7.748065889E-2,-5.931890011E-2
4.173352501E-1,1.665243804E-1,5.826318637E-2,-6.531412899E-2
4.272892501E-1,2.169726491E-1,2.864191122E-2,-6.342461705E-2
4.372442501E-1,2.673386037E-1,-2.740155160E-2,-7.129655033E-2
4.471982500E-1,3.137255311E-1,-8.042216301E-2,-5.243178084E-2
4.571532500E-1,3.148370087E-1,-9.294065088E-2,-2.029130608E-2
4.671072500E-1,2.732174098E-1,-3.491969034E-2,-3.280097619E-3
4.770622500E-1,2.161854506E-1,2.544918284E-2,1.660200208E-2
4.870162500E-1,1.657087058E-1,5.319905281E-2,3.534186631E-2
4.969702500E-1,1.372044384E-1,3.183015063E-2,3.571322933E-2
5.069252501E-1,9.092720598E-2,5.390349403E-2,6.087610498E-2
5.168792501E-1,3.640738875E-2,8.013599366E-2,6.704471260E-2
5.268342501E-1,-5.536865909E-3,1.405375600E-1,7.137660682E-2
5.367882501E-1,-4.062768817E-2,2.432699203E-1,7.127457112E-2
5.467432500E-1,-6.677273661E-2,3.330291212E-1,6.550057232E-2
5.566972500E-1,-9.649504721E-2,3.906067610E-1,5.285228416E-2
5.666522500E-1,-1.123869270E-1,4.118920863E-1,2.552958578E-2
5.766062500E-1,-1.124614403E-1,4.339003563E-1,-1.629664004E-2
5.865612500E-1,-1.271959096E-1,4.601713717E-1,-5.778895691E-2
5.965152500E-1,-1.136412024E-1,4.531680942E-1,-8.381046355E-2
