"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481430990364E9,"2021-11-09 19:10:30.990 UTC+01:00"
"PAUSE",3.558601129166527E1,1.636481466575717E9,"2021-11-09 19:11:06.576 UTC+01:00"
