"event","experiment time","system time","system time text"
"START",0.000000000E0,1636375201.695,"2021-11-08 13:40:01.695 UTC+01:00"
"PAUSE",9.618158963E1,1636375297.877,"2021-11-08 13:41:37.877 UTC+01:00"
