"event","experiment time","system time","system time text"
"START",0.000000000E0,1636470976.311,"2021-11-09 16:16:16.311 UTC+01:00"
"PAUSE",3.225794791E1,1636471008.569,"2021-11-09 16:16:48.569 UTC+01:00"
