"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636296450291204E9,"2021-11-07 15:47:30.291 UTC+01:00"
"PAUSE",4.870420320833364E1,1.636296498994122E9,"2021-11-07 15:48:18.994 UTC+01:00"
