"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481929895749E9,"2021-11-09 19:18:49.896 UTC+01:00"
"PAUSE",1.718684937500075E1,1.636481947082280E9,"2021-11-09 19:19:07.082 UTC+01:00"
