"event","experiment time","system time","system time text"
"START",0.000000000E0,1636360289.666,"2021-11-08 14:01:29.666 UTC+05:30"
"PAUSE",3.003305034E1,1636360319.699,"2021-11-08 14:01:59.699 UTC+05:30"
