"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636373627658000E9,"2021-11-08 13:13:47.658 UTC+01:00"
"PAUSE",1.060463872083346E2,1.636373733703000E9,"2021-11-08 13:15:33.703 UTC+01:00"
