"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636361271595084E9,"2021-11-08 09:47:51.595 UTC+01:00"
"PAUSE",1.233054075416294E2,1.636361394901513E9,"2021-11-08 09:49:54.902 UTC+01:00"
