"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636481783981541E9,"2021-11-09 19:16:23.982 UTC+01:00"
"PAUSE",2.857459333376028E0,1.636481786839008E9,"2021-11-09 19:16:26.839 UTC+01:00"
"START",2.857459333376028E0,1.636481797447638E9,"2021-11-09 19:16:37.448 UTC+01:00"
"PAUSE",4.392357291711960E0,1.636481798982540E9,"2021-11-09 19:16:38.983 UTC+01:00"
