"event","experiment time","system time","system time text"
"START",0.000000000000000E0,1.636373913832000E9,"2021-11-08 13:18:33.832 UTC+01:00"
"PAUSE",8.895067237500916E1,1.636374002782000E9,"2021-11-08 13:20:02.782 UTC+01:00"
