"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
8.918874984E-3,-2.238961905E-1,-7.082177401E-1,-9.211461246E-2
1.890587498E-2,-3.296508491E-1,-9.485616088E-1,-9.643692523E-2
2.889287498E-2,-4.492624104E-1,-1.095406413E0,-8.553304523E-2
3.887987498E-2,-6.000559330E-1,-1.177077293E0,-5.013830215E-2
4.886687497E-2,-7.542642355E-1,-1.240712762E0,-8.160796016E-3
5.885387500E-2,-8.796163201E-1,-1.338934898E0,2.249591611E-2
6.884087500E-2,-9.662564993E-1,-1.485516310E0,3.513461724E-2
7.882687499E-2,-1.028382182E0,-1.645008445E0,3.290954605E-2
8.881387499E-2,-1.093522549E0,-1.790919542E0,1.775296405E-2
9.880087498E-2,-1.135915041E0,-1.890470147E0,-1.543161925E-2
1.087878750E-1,-1.142719746E0,-1.923830628E0,-7.203993946E-2
1.187748750E-1,-1.133569598E0,-1.873318195E0,-1.318787783E-1
1.287618750E-1,-1.160273433E0,-1.742028236E0,-1.759152412E-1
1.387488750E-1,-1.210115790E0,-1.558221936E0,-2.173811942E-1
1.487348750E-1,-1.254453897E0,-1.320668697E0,-2.461283803E-1
1.587218750E-1,-1.292144060E0,-1.044295907E0,-2.651428282E-1
1.687088750E-1,-1.335698843E0,-7.969470620E-1,-2.778693140E-1
1.786958750E-1,-1.381579757E0,-6.179288626E-1,-3.285556436E-1
1.886828750E-1,-1.437924504E0,-4.907263219E-1,-4.577725828E-1
1.986698750E-1,-1.480214477E0,-4.217049181E-1,-6.513553858E-1
2.086568750E-1,-1.508801341E0,-4.581166506E-1,-8.400273919E-1
2.186438750E-1,-1.545542240E0,-5.455273986E-1,-9.445670843E-1
2.286298750E-1,-1.548650742E0,-6.345183849E-1,-8.877583146E-1
2.386165417E-1,-1.448143601E0,-6.759736538E-1,-6.734049916E-1
2.486035417E-1,-1.262409687E0,-6.762338877E-1,-3.936087787E-1
2.585905417E-1,-9.878655076E-1,-7.211725712E-1,-1.608503759E-1
2.685775417E-1,-6.554329395E-1,-7.539552450E-1,-6.235925481E-3
2.785645417E-1,-3.690115809E-1,-7.940435410E-1,7.968217880E-2
2.885515417E-1,-2.069047242E-1,-8.833412528E-1,1.115281582E-1
2.985375416E-1,-2.193547338E-1,-1.065917253E0,6.271800399E-2
3.085245416E-1,-4.040078521E-1,-1.249297261E0,-5.544749275E-2
3.185115416E-1,-7.178739309E-1,-1.348976970E0,-2.256945968E-1
3.284985417E-1,-1.112326860E0,-1.402940631E0,-2.846711278E-1
3.384855417E-1,-1.488445640E0,-1.451831579E0,-3.541745842E-1
3.484725417E-1,-1.722033978E0,-1.329650760E0,-4.748300016E-1
3.584595417E-1,-1.832844615E0,-1.132823825E0,-6.533001661E-1
3.684455417E-1,-1.865029454E0,-1.070162892E0,-8.582153320E-1
3.784325416E-1,-1.892730594E0,-1.148878455E0,-1.036893487E0
3.884195416E-1,-1.910015345E0,-1.267123580E0,-1.115387678E0
3.984065416E-1,-1.905953765E0,-1.397890210E0,-1.096088290E0
4.083935416E-1,-1.878306746E0,-1.496611595E0,-1.031346202E0
4.183805417E-1,-1.826576948E0,-1.560190082E0,-9.646960497E-1
4.283675417E-1,-1.750959039E0,-1.630155683E0,-9.195844531E-1
4.383535417E-1,-1.646285653E0,-1.695605516E0,-9.065951705E-1
4.483405417E-1,-1.533171654E0,-1.738871932E0,-9.088088870E-1
4.583275417E-1,-1.414247870E0,-1.733887792E0,-9.200072289E-1
4.683145416E-1,-1.303381562E0,-1.690888643E0,-9.167606831E-1
4.783015416E-1,-1.226467013E0,-1.669124007E0,-8.920457959E-1
4.882885416E-1,-1.202045083E0,-1.631407619E0,-8.674318790E-1
4.982755416E-1,-1.213025331E0,-1.594532967E0,-8.592059016E-1
5.082625417E-1,-1.265627027E0,-1.574845076E0,-8.681901693E-1
5.182485417E-1,-1.341290832E0,-1.540256500E0,-8.735798597E-1
5.282355417E-1,-1.423270702E0,-1.459848046E0,-8.702228665E-1
5.382225417E-1,-1.494800210E0,-1.360421658E0,-8.377075195E-1
5.482095417E-1,-1.533454657E0,-1.285688877E0,-7.781366706E-1
5.581965416E-1,-1.544197321E0,-1.215708733E0,-6.995729208E-1
5.681835416E-1,-1.521265745E0,-1.127030492E0,-6.158674359E-1
5.781705416E-1,-1.465779543E0,-1.089992881E0,-5.392568111E-1
5.881565417E-1,-1.387956619E0,-1.072135806E0,-4.740363359E-1
5.981435417E-1,-1.295535922E0,-1.030096531E0,-4.267479181E-1
6.081305417E-1,-1.204512715E0,-1.008772016E0,-4.029487669E-1
6.181175417E-1,-1.131844401E0,-9.826672077E-1,-4.123334885E-1
6.281045417E-1,-1.070726156E0,-9.079601169E-1,-4.502085447E-1
6.380915417E-1,-1.034078479E0,-7.919014096E-1,-4.756771624E-1
6.480785416E-1,-1.016083598E0,-6.856896877E-1,-4.757003486E-1
6.580645417E-1,-1.004662633E0,-5.950138569E-1,-4.519199133E-1
6.680515417E-1,-1.000252724E0,-4.987971187E-1,-4.117055833E-1
6.780385417E-1,-9.847241044E-1,-4.082022309E-1,-3.522100449E-1
6.880255417E-1,-9.450572133E-1,-3.344728053E-1,-2.821890116E-1
6.980125417E-1,-8.883010149E-1,-2.517595589E-1,-2.006683201E-1
7.079995417E-1,-8.165006638E-1,-1.650332212E-1,-1.136131585E-1
7.179865417E-1,-7.361309528E-1,-1.272674799E-1,-3.469836712E-2
7.279735417E-1,-6.425034404E-1,-1.475292891E-1,1.146898791E-2
7.379595416E-1,-5.417264700E-1,-1.609060764E-1,2.554752305E-2
7.479465417E-1,-4.429907203E-1,-1.572561115E-1,8.647849783E-3
7.579335417E-1,-3.486418724E-1,-1.423400044E-1,-2.597004920E-2
7.679205417E-1,-2.599536180E-1,-1.187835112E-1,-5.397419259E-2
7.779075417E-1,-1.895439178E-1,-7.091398537E-2,-5.846614763E-2
7.878945417E-1,-1.569101065E-1,-3.426281735E-2,-5.424033850E-2
7.978815417E-1,-1.571710855E-1,-4.056571797E-2,-3.779105842E-2
8.078675416E-1,-1.682157218E-1,-7.250416279E-2,-1.767078042E-2
8.178545416E-1,-1.763426363E-1,-1.063806340E-1,2.905600704E-3
8.278415416E-1,-1.768826991E-1,-1.493787020E-1,1.437397953E-2
8.378285417E-1,-1.570562571E-1,-1.893178523E-1,1.624378562E-2
8.478155417E-1,-1.149929836E-1,-2.261770666E-1,5.417227745E-3
8.578025417E-1,-6.679189950E-2,-2.104585618E-1,-2.257898636E-2
8.677895417E-1,3.400879353E-2,-1.301541924E-1,-5.452980846E-2
8.777755417E-1,4.315127730E-1,1.138613969E-1,-6.546661258E-2
8.877625416E-1,6.323111057E-1,2.722650468E-1,-2.243976481E-2
8.977495416E-1,7.527602911E-1,1.894194335E-1,-5.695992336E-2
9.077365416E-1,8.282530904E-1,1.457932442E-1,-7.995050400E-2
9.177235416E-1,8.932619095E-1,1.417460293E-1,-8.438413590E-2
9.277105417E-1,9.554252625E-1,1.674782336E-1,-7.947472483E-2
9.376975417E-1,9.917556047E-1,1.972089559E-1,-5.278692394E-2
9.476835417E-1,9.798508883E-1,1.972270310E-1,-2.862836234E-2
9.576705417E-1,9.367060661E-1,1.650927961E-1,-2.256943844E-3
9.676575417E-1,8.045294881E-1,1.239557266E-1,5.284806713E-2
9.776445417E-1,1.859525442E-1,2.730131447E-1,1.697123647E-1
9.876315416E-1,-8.452889323E-2,2.234147862E-3,-5.326467007E-2
9.976185416E-1,-1.233481988E-1,6.061357260E-2,-2.522832453E-1
1.007605542E0,-2.135248780E-1,2.593211830E-1,-3.324132562E-1
1.017592542E0,-2.168431878E-1,3.751718998E-1,-2.953740060E-1
1.027578542E0,-1.978408843E-1,4.628431797E-1,-2.549932897E-1
1.037565542E0,-1.530284137E-1,5.308384299E-1,-2.269869447E-1
1.047552542E0,-1.165475771E-1,5.150028467E-1,-2.712881565E-1
1.057539542E0,-1.133139655E-1,4.125790298E-1,-3.837635815E-1
1.067526542E0,-1.107720584E-1,2.760401964E-1,-4.713469744E-1
1.077513542E0,-1.166986525E-1,1.723691970E-1,-5.289139152E-1
1.087500542E0,-1.180239543E-1,1.068062931E-1,-5.668135881E-1
1.097486542E0,-8.526654541E-2,3.360025585E-2,-6.253970265E-1
1.107473542E0,-1.728999801E-2,-4.282966722E-3,-7.006527185E-1
1.117460542E0,6.031664461E-2,1.614108309E-2,-7.571862936E-1
1.127447542E0,1.376335323E-1,2.872167528E-2,-7.759107947E-1
1.137434542E0,2.006167620E-1,3.375371918E-2,-8.041650653E-1
1.147421542E0,2.491670102E-1,7.531785220E-2,-8.812954426E-1
1.157408542E0,3.204169273E-1,1.080784574E-1,-9.749470949E-1
1.167394542E0,3.938524127E-1,9.043814987E-2,-1.062975407E0
1.177381542E0,4.569392204E-1,-3.331334889E-2,-1.101172805E0
1.187368542E0,5.229291320E-1,-9.985686839E-2,-1.089306355E0
1.197355542E0,5.750333667E-1,-1.203128770E-1,-1.083042383E0
1.207342542E0,6.444069147E-1,-1.168716624E-1,-1.096314788E0
1.217329542E0,7.390788794E-1,-9.082887322E-2,-1.127913356E0
1.227316542E0,8.542385697E-1,-7.395812869E-2,-1.178797603E0
1.237302542E0,1.006031036E0,-3.162823319E-1,-1.272174239E0
1.247289750E0,1.023804903E0,-2.251470387E-1,-1.352623701E0
1.257276750E0,9.938980937E-1,-2.111667022E-2,-1.400913239E0
