"event","experiment time","system time","system time text"
"START",0.000000000E0,1636471652.350,"2021-11-09 16:27:32.350 UTC+01:00"
"PAUSE",2.968406093E1,1636471682.035,"2021-11-09 16:28:02.035 UTC+01:00"
