"event","experiment time","system time","system time text"
"START",0.000000000E0,1636560390.193,"2021-11-10 17:06:30.193 UTC+01:00"
"PAUSE",4.505985993E1,1636560435.252,"2021-11-10 17:07:15.252 UTC+01:00"
