"event","experiment time","system time","system time text"
"START",0.000000000E0,1636570068.637,"2021-11-10 19:47:48.637 UTC+01:00"
"PAUSE",1.506015109E1,1636570083.697,"2021-11-10 19:48:03.697 UTC+01:00"
